timestamp,consumer_id,archetype,minute_index,input_rate_bytes_per_min,output_rate_bytes_per_min,completeness_ratio,completeness_ratio_1h,static_alert,backlog_bytes,cum_lost_bytes,is_true_loss,is_benign_burst,is_artifact,label,oracle_alert,traj_alert
2026-01-01 00:24:00,consumer_000,bursty_ml,24,43883998.0,43903010.0,1.0004332330887447,,False,0.0,0.0,False,False,False,normal,False,False
2026-01-01 00:25:00,consumer_000,bursty_ml,25,69252204.0,69252752.0,1.0000079131055526,,False,0.0,0.0,False,False,False,normal,False,False
2026-01-01 00:26:00,consumer_000,bursty_ml,26,39433193.0,36881864.0,0.9352999641697795,,False,0.0,2589885.5183861037,True,False,False,true_loss,True,False
2026-01-01 00:27:00,consumer_000,bursty_ml,27,42827932.0,37216163.0,0.8689694146334219,,False,0.0,8194452.017900779,True,False,False,true_loss,True,False
2026-01-01 00:28:00,consumer_000,bursty_ml,28,42646355.0,37083970.0,0.8695695095161122,,False,0.0,13775648.294867953,True,False,False,true_loss,True,False
2026-01-01 00:29:00,consumer_000,bursty_ml,29,69208760.0,55863094.0,0.8071679654425249,,False,3951546.9874426173,22831566.251109753,True,False,False,true_loss,True,False
2026-01-01 00:30:00,consumer_000,bursty_ml,30,97235207.0,84329755.0,0.8672759343228426,,False,4352946.082292022,35556559.20241348,True,False,False,true_loss,True,False
2026-01-01 00:31:00,consumer_000,bursty_ml,31,40694782.0,39823494.0,0.9785896874935957,,False,0.0,40880917.24033221,True,False,False,true_loss,True,False
2026-01-01 00:32:00,consumer_000,bursty_ml,32,44644853.0,38818044.0,0.8694853133461992,,False,0.0,46724211.19452616,True,False,False,true_loss,True,False
2026-01-01 00:33:00,consumer_000,bursty_ml,33,41105333.0,35721898.0,0.8690331738706508,,False,0.0,52103667.4175081,True,False,False,true_loss,True,False
2026-01-01 00:34:00,consumer_000,bursty_ml,34,45159867.0,38990853.0,0.8633960990186265,,False,0.0,58013678.14926632,True,False,False,true_loss,True,False
2026-01-01 00:35:00,consumer_000,bursty_ml,35,82366057.0,68931033.0,0.8368864009114823,,False,1605686.7523086634,68793979.99051918,True,False,False,true_loss,True,False
2026-01-01 00:36:00,consumer_000,bursty_ml,36,95976604.0,85013902.0,0.8857773504884586,,False,0.0,81353846.13407096,True,False,False,true_loss,True,False
2026-01-01 00:37:00,consumer_000,bursty_ml,37,43542112.0,39153063.0,0.8991999055994344,,False,0.0,87051518.38948528,True,False,False,true_loss,True,False
2026-01-01 00:38:00,consumer_000,bursty_ml,38,43434384.0,37711288.0,0.8682358198058018,,False,0.0,92734132.70572908,True,False,False,true_loss,True,False
2026-01-01 00:39:00,consumer_000,bursty_ml,39,43035664.0,37353630.0,0.8679691801664777,,False,0.0,98365183.31207918,True,False,False,true_loss,True,False
2026-01-01 00:40:00,consumer_000,bursty_ml,40,82224956.0,71451052.0,0.8689703889899315,,False,0.0,109124616.90742332,True,False,False,true_loss,True,False
2026-01-01 00:41:00,consumer_000,bursty_ml,41,52009343.0,44558424.0,0.8567388363279267,,False,0.0,115931905.50452918,True,False,False,true_loss,True,False
2026-01-01 00:42:00,consumer_000,bursty_ml,42,41656705.0,36954579.0,0.88712198912516,,False,0.0,121382868.35773647,True,False,False,true_loss,True,False
2026-01-01 00:43:00,consumer_000,bursty_ml,43,43143703.0,37475972.0,0.8686313272646068,,False,0.0,127028367.58456102,True,False,False,true_loss,True,False
2026-01-01 00:44:00,consumer_000,bursty_ml,44,44406862.0,38504667.0,0.8670882216356562,,False,0.0,132838979.21256883,True,False,False,true_loss,True,False
2026-01-01 00:45:00,consumer_000,bursty_ml,45,76825397.0,66890739.0,0.8706852370707567,,False,0.0,142893558.22899452,True,False,False,true_loss,True,False
2026-01-01 00:46:00,consumer_000,bursty_ml,46,51304338.0,42579284.0,0.8299353555638901,,False,771454.3299262351,149606370.4657134,True,False,False,true_loss,True,False
2026-01-01 00:47:00,consumer_000,bursty_ml,47,85582835.0,76358459.0,0.8922169848661826,,False,0.0,160805116.46933073,True,False,False,true_loss,True,False
2026-01-01 00:48:00,consumer_000,bursty_ml,48,44196963.0,38379636.0,0.8683772231137239,,False,0.0,166588927.82742295,True,False,False,true_loss,True,False
2026-01-01 00:49:00,consumer_000,bursty_ml,49,46232881.0,39884257.0,0.8626816269572298,,False,0.0,172637616.6840554,True,False,False,true_loss,True,False
2026-01-01 00:50:00,consumer_000,bursty_ml,50,75264711.0,65751014.0,0.8735968440774322,,False,0.0,182487624.57050025,True,False,False,true_loss,True,False
2026-01-01 00:51:00,consumer_000,bursty_ml,51,75577078.0,61544484.0,0.8143273811141521,,False,3873313.3552019754,192377586.86439642,True,False,False,true_loss,True,False
2026-01-01 00:52:00,consumer_000,bursty_ml,52,84848296.0,77904871.0,0.9181665946479349,,False,0.0,203482181.71788964,True,False,False,true_loss,True,False
2026-01-01 00:53:00,consumer_000,bursty_ml,53,43183679.0,37540574.0,0.869323199628267,,False,0.0,209133262.31826082,True,False,False,true_loss,True,False
2026-01-01 00:54:00,consumer_000,bursty_ml,54,77235864.0,66003389.0,0.8545691804522314,,False,0.0,219250860.10479417,True,False,False,true_loss,True,False
2026-01-01 00:55:00,consumer_000,bursty_ml,55,54912481.0,45233762.0,0.8237428208716339,,False,2112553.8871778385,226437658.01349428,True,False,False,true_loss,True,False
2026-01-01 00:56:00,consumer_000,bursty_ml,56,106379995.0,90321535.0,0.849046242199955,,False,5205560.5294045545,240354463.39130446,True,False,False,true_loss,True,False
2026-01-01 00:57:00,consumer_000,bursty_ml,57,78992215.0,74281225.0,0.940361338139461,,False,0.0,250692635.98992363,True,False,False,true_loss,True,False
2026-01-01 00:58:00,consumer_000,bursty_ml,58,42710314.0,36935399.0,0.8647887486849195,,False,0.0,256281203.00869063,True,False,False,true_loss,True,False
2026-01-01 00:59:00,consumer_000,bursty_ml,59,80270853.0,69976599.0,0.871756015847994,,False,0.0,266860221.53882694,True,False,False,true_loss,True,False
2026-01-01 01:00:00,consumer_000,bursty_ml,60,67392737.0,58527039.0,0.8684472779314483,0.9476134718882776,False,0.0,275679700.08219147,True,False,False,true_loss,True,True
2026-01-01 01:01:00,consumer_000,bursty_ml,61,44549581.0,38751711.0,0.8698557905628787,0.9416399751470026,False,0.0,281508772.88284266,True,False,False,true_loss,True,True
2026-01-01 01:02:00,consumer_000,bursty_ml,62,43093771.0,37400377.0,0.8678835973765211,0.9185417652422082,False,0.0,287147714.0045065,True,False,False,true_loss,True,True
2026-01-01 01:03:00,consumer_000,bursty_ml,63,43500380.0,37745908.0,0.8677144429542915,0.9170381553581801,False,0.0,292840781.72089106,True,False,False,true_loss,True,True
2026-01-01 01:04:00,consumer_000,bursty_ml,64,42334590.0,36892713.0,0.8714555402567971,0.9177328638111742,False,0.0,298380267.34879947,True,False,False,true_loss,True,True
2026-01-01 01:05:00,consumer_000,bursty_ml,65,82684786.0,71740255.0,0.8676354922173953,0.9125930780040337,False,0.0,309201394.42012304,True,False,False,true_loss,True,True
2026-01-01 01:06:00,consumer_000,bursty_ml,66,43837821.0,38188828.0,0.8711388278171946,0.9110953243907881,False,0.0,314938665.55170345,True,False,False,true_loss,True,True
2026-01-01 01:07:00,consumer_000,bursty_ml,67,43978977.0,38115566.0,0.8666769579474302,0.9095107019132651,False,0.0,320694078.7674952,True,False,False,true_loss,True,True
2026-01-01 01:08:00,consumer_000,bursty_ml,68,47728667.0,41386556.0,0.8671215561079885,0.9078792463811479,False,0.0,326939743.6762115,True,False,False,true_loss,True,True
2026-01-01 01:09:00,consumer_000,bursty_ml,69,76528136.0,66803101.0,0.8729220975668348,0.9177062102793362,True,0.0,336954965.26785654,True,False,False,true_loss,True,True
2026-01-01 01:10:00,consumer_000,bursty_ml,70,93848461.0,76800477.0,0.8183456199670659,0.9004199109586557,True,2938729.9609714244,349233581.15310663,True,False,False,true_loss,True,True
2026-01-01 01:11:00,consumer_000,bursty_ml,71,63298612.0,59748471.0,0.943914394205042,0.8994043217403123,True,0.0,357517899.3984788,True,False,False,true_loss,True,True
2026-01-01 01:12:00,consumer_000,bursty_ml,72,59406851.0,44635370.0,0.7513505470943074,0.8958069137634412,True,4594160.251588827,365292398.9558542,True,False,False,true_loss,True,True
2026-01-01 01:13:00,consumer_000,bursty_ml,73,53325008.0,53341226.0,1.0003041349754698,0.896148200676195,True,0.0,372271243.95490015,True,False,False,true_loss,True,True
2026-01-01 01:14:00,consumer_000,bursty_ml,74,55746352.0,47874335.0,0.8587886611845023,0.899784433628458,True,0.0,379564951.4893375,True,False,False,true_loss,True,True
2026-01-01 01:15:00,consumer_000,bursty_ml,75,85112249.0,69280027.0,0.8139842127776461,0.8883269940109599,True,3209917.9508395344,390825738.3263392,True,False,False,true_loss,True,True
2026-01-01 01:16:00,consumer_000,bursty_ml,76,79464208.0,74224586.0,0.9340631193354372,0.8880900902617804,True,0.0,401225292.0030656,True,False,False,true_loss,True,True
2026-01-01 01:17:00,consumer_000,bursty_ml,77,45267218.0,39286714.0,0.8678844368125296,0.8865277587094818,True,0.0,407148613.905968,True,False,False,true_loss,True,True
2026-01-01 01:18:00,consumer_000,bursty_ml,78,44814933.0,38963908.0,0.8694402823273215,0.8850569409496415,True,0.0,413011904.1343827,True,False,False,true_loss,True,True
2026-01-01 01:19:00,consumer_000,bursty_ml,79,79733716.0,69221126.0,0.868153768225226,0.8910889391375683,True,0.0,423443635.17526644,True,False,False,true_loss,True,True
2026-01-01 01:20:00,consumer_000,bursty_ml,80,67733293.0,54101984.0,0.7987502394132824,0.8782771579387434,True,4489932.773863665,432307444.2653485,True,False,False,true_loss,True,True
2026-01-01 01:21:00,consumer_000,bursty_ml,81,53299900.0,51152560.0,0.9597121195349335,0.8774558361430325,True,0.0,439280624.57787824,True,False,False,true_loss,True,True
2026-01-01 01:22:00,consumer_000,bursty_ml,82,47329395.0,41188678.0,0.870255746983455,0.8755164389862967,True,0.0,445474729.27229863,True,False,False,true_loss,True,True
2026-01-01 01:23:00,consumer_000,bursty_ml,83,42561942.0,36891725.0,0.8667772960171789,0.8739127692063027,True,0.0,451045115.3283029,True,False,False,true_loss,True,True
2026-01-01 01:24:00,consumer_000,bursty_ml,84,44828265.0,38848108.0,0.8665985176985993,0.872269786218136,True,0.0,456910611.21904695,True,False,False,true_loss,True,True
2026-01-01 01:25:00,consumer_000,bursty_ml,85,78453148.0,68426967.0,0.8722016737938929,0.869802900592357,True,0.0,467177291.4549685,True,False,False,true_loss,True,True
2026-01-01 01:26:00,consumer_000,bursty_ml,86,45531320.0,39525785.0,0.8681010126655674,0.8690627549425376,True,0.0,473135595.9600547,True,False,False,true_loss,True,True
2026-01-01 01:27:00,consumer_000,bursty_ml,87,114685216.0,95208571.0,0.8301730102683854,0.8678472652544982,True,4352970.176698122,488143914.7453372,True,False,False,true_loss,True,True
2026-01-01 01:28:00,consumer_000,bursty_ml,88,55697727.0,52893508.0,0.9496529005573243,0.8690657435559108,True,0.0,495432810.58496857,True,False,False,true_loss,True,True
2026-01-01 01:29:00,consumer_000,bursty_ml,89,61904685.0,44264256.0,0.7150388698367498,0.8676356332421333,True,6613693.148217243,503533151.4497817,True,False,False,true_loss,True,True
2026-01-01 01:30:00,consumer_000,bursty_ml,90,160322654.0,139205012.0,0.8682803616761484,0.8676726729123235,True,5403414.140484176,528739214.1603974,True,False,False,true_loss,True,True
2026-01-01 01:31:00,consumer_000,bursty_ml,91,84496787.0,76649512.0,0.9071293089523037,0.8673604544651367,True,2227737.161638247,539796849.418201,True,False,False,true_loss,True,True
2026-01-01 01:32:00,consumer_000,bursty_ml,92,55599547.0,50557185.0,0.909309297070352,0.8679508679797404,True,0.0,547070941.0871657,True,False,False,true_loss,True,True
2026-01-01 01:33:00,consumer_000,bursty_ml,93,44304418.0,38458031.0,0.8680405416904472,0.8679401859348123,True,0.0,552867322.6483903,True,False,False,true_loss,True,True
2026-01-01 01:34:00,consumer_000,bursty_ml,94,59087773.0,48855117.0,0.8268227844701475,0.8673558823637469,True,1495902.2580025438,560599075.0420116,True,False,False,true_loss,True,True
2026-01-01 01:35:00,consumer_000,bursty_ml,95,73298744.0,66227267.0,0.9035252636798251,0.8687148049650198,True,0.0,570191313.1020726,True,False,False,true_loss,True,True
2026-01-01 01:36:00,consumer_000,bursty_ml,96,45633153.0,39709313.0,0.8701856082572248,0.8682957161626222,True,0.0,576162477.5370482,True,False,False,true_loss,True,True
2026-01-01 01:37:00,consumer_000,bursty_ml,97,67216097.0,54711921.0,0.8139705136405049,0.8669705818718558,True,3361424.8578012288,584958074.46821,True,False,False,true_loss,True,True
2026-01-01 01:38:00,consumer_000,bursty_ml,98,65097704.0,60265713.0,0.9257732500058681,0.8679653718695169,True,0.0,593477317.4453206,True,False,False,true_loss,True,True
2026-01-01 01:39:00,consumer_000,bursty_ml,99,101777838.0,84127359.0,0.8265783657145478,0.8668716471010149,True,2706903.64179618,606797658.8198614,True,False,False,true_loss,True,True
2026-01-01 01:40:00,consumer_000,bursty_ml,100,67478145.0,62997842.0,0.9336036430758433,0.8680003151067096,True,0.0,615627879.7176046,True,False,False,true_loss,True,True
2026-01-01 01:41:00,consumer_000,bursty_ml,101,55766820.0,47226472.0,0.8468561054763388,0.8678457917879439,True,0.0,622925789.3403931,True,False,False,true_loss,True,True
2026-01-01 01:42:00,consumer_000,bursty_ml,102,45143343.0,40477041.0,0.8966336631294674,0.8679749808119468,True,0.0,628833727.8995496,True,False,False,true_loss,True,True
2026-01-01 01:43:00,consumer_000,bursty_ml,103,44368771.0,38624340.0,0.8705298598421849,0.8679970966656129,True,0.0,634639847.6672561,True,False,False,true_loss,True,True
2026-01-01 01:44:00,consumer_000,bursty_ml,104,61764025.0,47827294.0,0.7743552011061455,0.8665101653539959,True,4036064.646008291,642720515.2573204,True,False,False,true_loss,True,True
2026-01-01 01:45:00,consumer_000,bursty_ml,105,70262646.0,66885125.0,0.951930062525684,0.8679834800917335,True,0.0,651914487.8451412,True,False,False,true_loss,True,True
2026-01-01 01:46:00,consumer_000,bursty_ml,106,47842735.0,41585316.0,0.8692085851697232,0.8685053840753447,True,0.0,658174745.5758427,True,False,False,true_loss,True,True
2026-01-01 01:47:00,consumer_000,bursty_ml,107,46815413.0,40650329.0,0.8683108061014009,0.8679708935638586,True,0.0,664300561.1171542,True,False,False,true_loss,True,True
2026-01-01 01:48:00,consumer_000,bursty_ml,108,42497454.0,37012375.0,0.8709315856898157,0.8679991888961456,True,0.0,669861878.481553,True,False,False,true_loss,True,True
2026-01-01 01:49:00,consumer_000,bursty_ml,109,49244851.0,42368582.0,0.8603657263578683,0.8679650970861792,True,0.0,676305945.1977085,True,False,False,true_loss,True,True
2026-01-01 01:50:00,consumer_000,bursty_ml,110,78985272.0,69080107.0,0.8745947852151474,0.8679912247316256,True,0.0,686642506.751604,True,False,False,true_loss,True,True
2026-01-01 01:51:00,consumer_000,bursty_ml,111,55332733.0,48056202.0,0.8684950009608237,0.8690662770024797,True,0.0,693884501.8994606,True,False,False,true_loss,True,True
2026-01-01 01:52:00,consumer_000,bursty_ml,112,45012026.0,39153599.0,0.86984751586165,0.8679672517482508,True,0.0,699774621.8766528,True,False,False,true_loss,True,True
2026-01-01 01:53:00,consumer_000,bursty_ml,113,47976394.0,41643213.0,0.8679938096222904,0.8679520316919122,True,0.0,706053456.8622688,True,False,False,true_loss,True,True
2026-01-01 01:54:00,consumer_000,bursty_ml,114,100067227.0,53910930.0,0.5387471164760067,0.859524614177137,True,27954702.640306164,719149697.227155,True,False,False,true_loss,True,True
2026-01-01 01:55:00,consumer_000,bursty_ml,115,101614523.0,118449631.0,1.165676199651107,0.8681533735477163,True,0.0,735380227.0984181,True,False,False,true_loss,True,True
2026-01-01 01:56:00,consumer_000,bursty_ml,116,42636485.0,37132574.0,0.870910770435227,0.8687238212641066,True,0.0,740959652.8618968,True,False,False,true_loss,True,True
2026-01-01 01:57:00,consumer_000,bursty_ml,117,43548268.0,37835768.0,0.8688237153312274,0.8672094423905643,True,0.0,746658386.5648937,True,False,False,true_loss,True,True
2026-01-01 01:58:00,consumer_000,bursty_ml,118,45384928.0,39308493.0,0.8661133713817945,0.8672237989283574,True,0.0,752595852.6886008,True,False,False,true_loss,True,True
2026-01-01 01:59:00,consumer_000,bursty_ml,119,136873938.0,65995704.0,0.48216413558584104,0.8532330999176545,True,46079998.0522359,771969314.7457672,True,False,False,true_loss,True,True
2026-01-01 02:00:00,consumer_000,bursty_ml,120,134520404.0,160578684.0,1.193712472049965,0.8648323729795508,True,0.0,795158814.2424989,True,False,False,true_loss,True,True
2026-01-01 02:01:00,consumer_000,bursty_ml,121,47576492.0,43657196.0,0.9176211646709892,0.8654245423316093,True,0.0,801384289.2941381,True,False,False,true_loss,True,True
2026-01-01 02:02:00,consumer_000,bursty_ml,122,45473832.0,39519033.0,0.8690499846153278,0.8654397772047095,True,0.0,807335379.1855696,True,False,False,true_loss,True,True
2026-01-01 02:03:00,consumer_000,bursty_ml,123,47399312.0,41200019.0,0.8692113294809005,0.8654604049340616,True,0.0,813539292.249503,True,False,False,true_loss,True,True
2026-01-01 02:04:00,consumer_000,bursty_ml,124,64097561.0,50043203.0,0.7807349019099182,0.8639995893587963,True,3847904.416157125,821924956.1571246,True,False,False,true_loss,True,True
2026-01-01 02:05:00,consumer_000,bursty_ml,125,66880880.0,63870850.0,0.9549941627562317,0.8654923362213139,True,0.0,830677221.6081636,True,False,False,true_loss,True,True
2026-01-01 02:06:00,consumer_000,bursty_ml,126,44805226.0,38892980.0,0.8680456159288205,0.8654579933326972,True,0.0,836541474.3827621,True,False,False,true_loss,True,True
2026-01-01 02:07:00,consumer_000,bursty_ml,127,43690792.0,38034672.0,0.8705420583815464,0.8655014684501722,True,0.0,842258610.7523334,True,False,False,true_loss,True,True
2026-01-01 02:08:00,consumer_000,bursty_ml,128,45929238.0,39969565.0,0.8702422844463477,0.8655377108670728,True,0.0,848268874.9425738,True,False,False,true_loss,True,True
2026-01-01 02:09:00,consumer_000,bursty_ml,129,58446630.0,48668735.0,0.832703870180368,0.8648935358959545,True,866763.9865794387,855916702.7183104,True,False,False,true_loss,True,True
2026-01-01 02:10:00,consumer_000,bursty_ml,130,85167599.0,72157440.0,0.8472405098563364,0.8656381455407086,True,2204250.6512003723,867061584.8087573,True,False,False,true_loss,True,True
2026-01-01 02:11:00,consumer_000,bursty_ml,131,65204648.0,60574038.0,0.9289834368862784,0.8654239976852167,True,0.0,875593206.1039141,True,False,False,true_loss,True,True
2026-01-01 02:12:00,consumer_000,bursty_ml,132,91562938.0,79592884.0,0.8692696601762604,0.8672605317081702,True,0.0,887574086.5198462,True,False,False,true_loss,True,True
2026-01-01 02:13:00,consumer_000,bursty_ml,133,48728930.0,42357433.0,0.8692461131405923,0.8654556264474791,True,0.0,893950112.7227505,True,False,False,true_loss,True,True
2026-01-01 02:14:00,consumer_000,bursty_ml,134,46358752.0,40309811.0,0.869518899041976,0.865600421964912,True,0.0,900017580.7587162,True,False,False,true_loss,True,True
2026-01-01 02:15:00,consumer_000,bursty_ml,135,88970485.0,75759519.0,0.851512937127408,0.8664114112481709,True,0.0,911753170.9334482,True,False,False,true_loss,True,True
2026-01-01 02:16:00,consumer_000,bursty_ml,136,49337637.0,44313142.0,0.8981610124538393,0.8654197424205006,True,0.0,918209701.2880659,True,False,False,true_loss,True,True
2026-01-01 02:17:00,consumer_000,bursty_ml,137,47076955.0,40958064.0,0.8700236453271033,0.8654471067089222,True,0.0,924370637.0720203,True,False,False,true_loss,True,True
2026-01-01 02:18:00,consumer_000,bursty_ml,138,49744487.0,43202555.0,0.8684893061617059,0.8654399289699729,True,0.0,930880708.4560757,True,False,False,true_loss,True,True
2026-01-01 02:19:00,consumer_000,bursty_ml,139,54236261.0,46300149.0,0.8536751639276904,0.8652164050773592,True,0.0,937977799.3825021,True,False,False,true_loss,True,True
2026-01-01 02:20:00,consumer_000,bursty_ml,140,74444035.0,65548736.0,0.8805102517616086,0.8666893550697957,True,0.0,947717359.917226,True,False,False,true_loss,True,True
2026-01-01 02:21:00,consumer_000,bursty_ml,141,46611195.0,40541491.0,0.8697801247103835,0.865430027594173,True,0.0,953818096.567438,True,False,False,true_loss,True,True
2026-01-01 02:22:00,consumer_000,bursty_ml,142,46126200.0,40067959.0,0.8686594386704303,0.8654092405092297,True,0.0,959854972.851988,True,False,False,true_loss,True,True
2026-01-01 02:23:00,consumer_000,bursty_ml,143,50683302.0,44035721.0,0.8688408067808999,0.8654394513039175,True,0.0,966487191.6958525,True,False,False,true_loss,True,True
2026-01-01 02:24:00,consumer_000,bursty_ml,144,174842953.0,142195059.0,0.8132730348016943,0.8631228542693373,True,2788476.2033942137,995984010.3974975,True,False,False,true_loss,True,True
2026-01-01 02:25:00,consumer_000,bursty_ml,145,46755993.0,43687925.0,0.9343812888328561,0.8637897420775237,True,0.0,1002103413.669922,True,False,False,true_loss,True,True
2026-01-01 02:26:00,consumer_000,bursty_ml,146,47402671.0,41222438.0,0.8696226843419858,0.8638101499664254,True,0.0,1008305298.5650917,True,False,False,true_loss,True,True
2026-01-01 02:27:00,consumer_000,bursty_ml,147,48279892.0,42022229.0,0.8703878003703902,0.8648908668942737,True,0.0,1014622859.4553267,True,False,False,true_loss,True,True
2026-01-01 02:28:00,consumer_000,bursty_ml,148,48737755.0,42412634.0,0.8702213304654677,0.8637340362406587,True,0.0,1021001603.0575255,True,False,False,true_loss,True,True
2026-01-01 02:29:00,consumer_000,bursty_ml,149,60599134.0,49817490.0,0.8220825399914131,0.8654670155377465,True,0.0,1029259534.1500037,True,False,False,true_loss,True,True
2026-01-01 02:30:00,consumer_000,bursty_ml,150,78363218.0,70893981.0,0.9046844018069804,0.8661619611968696,True,0.0,1039185610.1935831,True,False,False,true_loss,True,True
2026-01-01 02:31:00,consumer_000,bursty_ml,151,47746617.0,41522086.0,0.869634093657358,0.8652798829103678,True,0.0,1045433095.6026542,True,False,False,true_loss,True,True
2026-01-01 02:32:00,consumer_000,bursty_ml,152,62793592.0,54605687.0,0.86960604196683,0.8646985321995218,True,0.0,1053650211.5693784,True,False,False,true_loss,True,True
2026-01-01 02:33:00,consumer_000,bursty_ml,153,46452774.0,39819196.0,0.8571973764150231,0.864565978806009,True,0.0,1060187818.0197794,True,False,False,true_loss,True,True
2026-01-01 02:34:00,consumer_000,bursty_ml,154,52106289.0,45829000.0,0.879529148583197,0.8653710074803123,True,0.0,1066546491.1637721,True,False,False,true_loss,True,True
2026-01-01 02:35:00,consumer_000,bursty_ml,155,86570244.0,74636926.0,0.8621545065761856,0.8645514289969344,True,0.0,1077875723.855298,True,False,False,true_loss,True,True
2026-01-01 02:36:00,consumer_000,bursty_ml,156,59067885.0,49403023.0,0.8363770431258881,0.8640411895805901,True,956496.6155966576,1085605104.088478,True,False,False,true_loss,True,True
2026-01-01 02:37:00,consumer_000,bursty_ml,157,123253838.0,103740815.0,0.8416842565178376,0.8642008053100221,True,5842587.254067018,1101734425.8618119,True,False,False,true_loss,True,True
2026-01-01 02:38:00,consumer_000,bursty_ml,158,92416533.0,78145569.0,0.845579967818096,0.8627122859908871,True,5164152.053776408,1113826464.6872075,True,False,False,true_loss,True,True
2026-01-01 02:39:00,consumer_000,bursty_ml,159,52793986.0,53524913.0,1.0138448913480411,0.8657798949448198,True,0.0,1120734823.0730455,True,False,False,true_loss,True,False
2026-01-01 02:40:00,consumer_000,bursty_ml,160,83134174.0,72576860.0,0.87300873404961,0.8647379275154391,True,0.0,1131611951.0071614,True,False,False,true_loss,True,True
2026-01-01 02:41:00,consumer_000,bursty_ml,161,48142085.0,41981775.0,0.8720389862632664,0.8650921119644815,True,0.0,1137911581.3016756,True,False,False,true_loss,True,True
2026-01-01 02:42:00,consumer_000,bursty_ml,162,85040263.0,69053423.0,0.8120085776310452,0.8635488595448748,True,4140645.804968412,1149040552.648971,True,False,False,true_loss,True,True
2026-01-01 02:43:00,consumer_000,bursty_ml,163,46947541.0,45607798.0,0.9714629782207337,0.8647842087642014,True,0.0,1155183913.316439,True,False,False,true_loss,True,True
