timestamp,consumer_id,shard_id,collector_input_counted,presenter_output_counted,missing_flag,reset_flag,backlog_bytes,cum_lost_bytes
2026-01-01 00:17:20,consumer_000,shard_000_0,420291203.0,420343452.0,False,False,0.0,0.0
2026-01-01 00:17:30,consumer_000,shard_000_0,422207591.0,422266250.0,False,False,0.0,0.0
2026-01-01 00:17:40,consumer_000,shard_000_0,424170066.0,424229946.0,False,False,0.0,0.0
2026-01-01 00:17:50,consumer_000,shard_000_0,425849067.0,425891662.0,False,False,0.0,0.0
2026-01-01 00:18:00,consumer_000,shard_000_0,427576609.0,427638149.0,False,False,0.0,0.0
2026-01-01 00:18:10,consumer_000,shard_000_0,429351926.0,429412635.0,False,False,0.0,0.0
2026-01-01 00:18:20,consumer_000,shard_000_0,431089048.0,431152363.0,False,False,0.0,0.0
2026-01-01 00:18:30,consumer_000,shard_000_0,432843628.0,432908389.0,False,False,0.0,0.0
2026-01-01 00:18:40,consumer_000,shard_000_0,434302594.0,434348130.0,False,False,0.0,0.0
2026-01-01 00:18:50,consumer_000,shard_000_0,436050829.0,436091962.0,False,False,0.0,0.0
2026-01-01 00:19:00,consumer_000,shard_000_0,437672950.0,437727328.0,False,False,0.0,0.0
2026-01-01 00:19:10,consumer_000,shard_000_0,439443094.0,439494793.0,False,False,0.0,0.0
2026-01-01 00:19:20,consumer_000,shard_000_0,441201534.0,441262985.0,False,False,0.0,0.0
2026-01-01 00:19:30,consumer_000,shard_000_0,444018178.0,443943185.0,False,False,0.0,0.0
2026-01-01 00:19:40,consumer_000,shard_000_0,456271357.0,446079754.0,False,False,8734020.499612123,0.0
2026-01-01 00:19:50,consumer_000,shard_000_0,461883937.0,453084168.0,False,False,6459060.777599933,0.0
2026-01-01 00:20:00,consumer_000,shard_000_0,465334275.0,461562993.0,False,False,3159953.4457278484,0.0
2026-01-01 00:20:10,consumer_000,shard_000_0,467160684.0,466849264.0,False,False,0.0,0.0
2026-01-01 00:20:20,consumer_000,shard_000_0,468957390.0,469012350.0,False,False,0.0,0.0
2026-01-01 00:20:30,consumer_000,shard_000_0,470855889.0,470903174.0,False,False,0.0,0.0
2026-01-01 00:20:40,consumer_000,shard_000_0,472473222.0,472509225.0,False,False,0.0,0.0
2026-01-01 00:20:50,consumer_000,shard_000_0,474292142.0,474330700.0,False,False,0.0,0.0
2026-01-01 00:21:00,consumer_000,shard_000_0,476286150.0,476320920.0,False,False,0.0,0.0
2026-01-01 00:21:10,consumer_000,shard_000_0,477997030.0,478024876.0,False,False,0.0,0.0
2026-01-01 00:21:20,consumer_000,shard_000_0,481919305.0,481213806.0,False,False,394843.1253976682,0.0
2026-01-01 00:21:30,consumer_000,shard_000_0,486176747.0,485236083.0,False,False,929731.5222633332,0.0
2026-01-01 00:21:40,consumer_000,shard_000_0,490389157.0,489277905.0,False,False,1153198.0254046116,0.0
2026-01-01 00:21:50,consumer_000,shard_000_0,492172133.0,491894865.0,False,False,0.0,0.0
2026-01-01 00:22:00,consumer_000,shard_000_0,493956332.0,494005512.0,False,False,0.0,0.0
2026-01-01 00:22:10,consumer_000,shard_000_0,495731291.0,495777936.0,False,False,0.0,0.0
2026-01-01 00:22:20,consumer_000,shard_000_0,497581683.0,497624562.0,False,False,0.0,0.0
2026-01-01 00:22:30,consumer_000,shard_000_0,499392363.0,499437698.0,False,False,0.0,0.0
2026-01-01 00:22:40,consumer_000,shard_000_0,501610912.0,501618428.0,False,False,0.0,0.0
2026-01-01 00:22:50,consumer_000,shard_000_0,503524984.0,503548934.0,False,False,0.0,0.0
2026-01-01 00:23:00,consumer_000,shard_000_0,505311993.0,505354439.0,False,False,0.0,0.0
2026-01-01 00:23:10,consumer_000,shard_000_0,507031239.0,507080614.0,False,False,0.0,0.0
2026-01-01 00:23:20,consumer_000,shard_000_0,508875442.0,508920089.0,False,False,0.0,0.0
2026-01-01 00:23:30,consumer_000,shard_000_0,510872957.0,510915227.0,False,False,0.0,0.0
2026-01-01 00:23:40,consumer_000,shard_000_0,512800312.0,512848775.0,False,False,0.0,0.0
2026-01-01 00:23:50,consumer_000,shard_000_0,514486778.0,514525163.0,False,False,0.0,0.0
2026-01-01 00:24:00,consumer_000,shard_000_0,516478154.0,516505425.0,False,False,0.0,0.0
2026-01-01 00:24:10,consumer_000,shard_000_0,518458682.0,518512626.0,False,False,0.0,0.0
2026-01-01 00:24:20,consumer_000,shard_000_0,520127323.0,520157674.0,False,False,0.0,0.0
2026-01-01 00:24:30,consumer_000,shard_000_0,522036907.0,522069860.0,False,False,0.0,0.0
2026-01-01 00:24:40,consumer_000,shard_000_0,523813934.0,523858344.0,False,False,0.0,0.0
2026-01-01 00:24:50,consumer_000,shard_000_0,525730215.0,525774287.0,False,False,0.0,0.0
2026-01-01 00:25:00,consumer_000,shard_000_0,528523653.0,528467755.0,False,False,0.0,0.0
2026-01-01 00:25:10,consumer_000,shard_000_0,533141519.0,531829924.0,False,False,1074420.0194137758,0.0
2026-01-01 00:25:20,consumer_000,shard_000_0,537435439.0,536146390.0,False,False,1287551.982555551,0.0
2026-01-01 00:25:30,consumer_000,shard_000_0,539935440.0,539686404.0,False,False,0.0,0.0
2026-01-01 00:25:40,consumer_000,shard_000_0,541639891.0,541638896.0,False,False,0.0,0.0
2026-01-01 00:25:50,consumer_000,shard_000_0,543473076.0,543522614.0,False,False,0.0,0.0
2026-01-01 00:26:00,consumer_000,shard_000_0,545179196.0,545230307.0,False,False,0.0,0.0
2026-01-01 00:26:10,consumer_000,shard_000_0,546782710.0,546835131.0,False,False,0.0,0.0
2026-01-01 00:26:20,consumer_000,shard_000_0,548505521.0,548556466.0,False,False,0.0,0.0
2026-01-01 00:26:30,consumer_000,shard_000_0,550275480.0,550332919.0,False,False,0.0,0.0
2026-01-01 00:26:40,consumer_000,shard_000_0,551940870.0,551993661.0,False,False,0.0,0.0
2026-01-01 00:26:50,consumer_000,shard_000_0,553577256.0,553634765.0,False,False,0.0,0.0
2026-01-01 00:27:00,consumer_000,shard_000_0,555494678.0,555530819.0,False,False,0.0,0.0
2026-01-01 00:27:10,consumer_000,shard_000_0,557508186.0,557561100.0,False,False,0.0,0.0
2026-01-01 00:27:20,consumer_000,shard_000_0,559304151.0,559348154.0,False,False,0.0,0.0
2026-01-01 00:27:30,consumer_000,shard_000_0,561026671.0,561080306.0,False,False,0.0,0.0
2026-01-01 00:27:40,consumer_000,shard_000_0,562812686.0,562865546.0,False,False,0.0,0.0
2026-01-01 00:27:50,consumer_000,shard_000_0,564548603.0,564601939.0,False,False,0.0,0.0
2026-01-01 00:28:00,consumer_000,shard_000_0,566440156.0,566485166.0,False,False,0.0,0.0
2026-01-01 00:28:10,consumer_000,shard_000_0,568249176.0,568302298.0,False,False,0.0,0.0
2026-01-01 00:28:20,consumer_000,shard_000_0,569949845.0,570001334.0,False,False,0.0,0.0
2026-01-01 00:28:30,consumer_000,shard_000_0,571920729.0,571957488.0,False,False,0.0,0.0
2026-01-01 00:28:40,consumer_000,shard_000_0,573716218.0,573759823.0,False,False,0.0,0.0
2026-01-01 00:28:50,consumer_000,shard_000_0,575472642.0,575529633.0,False,False,0.0,0.0
2026-01-01 00:29:00,consumer_000,shard_000_0,577267115.0,577321345.0,False,False,0.0,0.0
2026-01-01 00:29:10,consumer_000,shard_000_0,578922902.0,578969195.0,False,False,0.0,0.0
2026-01-01 00:29:20,consumer_000,shard_000_0,580958307.0,580979604.0,False,False,0.0,0.0
2026-01-01 00:29:30,consumer_000,shard_000_0,583808964.0,583761002.0,False,False,0.0,0.0
2026-01-01 00:29:40,consumer_000,shard_000_0,588763024.0,587086020.0,False,False,1391064.9618591284,0.0
2026-01-01 00:29:50,consumer_000,shard_000_0,593199732.0,591586043.0,False,False,1571893.390089117,0.0
2026-01-01 00:30:00,consumer_000,shard_000_0,596370724.0,595785131.0,False,False,394161.7969532022,0.0
2026-01-01 00:30:10,consumer_000,shard_000_0,600568901.0,599619161.0,False,False,829850.9496682053,0.0
2026-01-01 00:30:20,consumer_000,shard_000_0,604940325.0,603748162.0,False,False,1222904.946660594,0.0
2026-01-01 00:30:30,consumer_000,shard_000_0,609160884.0,607930690.0,False,False,1264195.0923782606,0.0
2026-01-01 00:30:40,consumer_000,shard_000_0,613529662.0,612126087.0,False,False,1431945.8552114572,0.0
2026-01-01 00:30:50,consumer_000,shard_000_0,618108247.0,616394822.0,False,False,1731566.6992985522,0.0
2026-01-01 00:31:00,consumer_000,shard_000_0,619908866.0,619517083.0,False,False,0.0,0.0
2026-01-01 00:31:10,consumer_000,shard_000_0,621840681.0,621889190.0,False,False,0.0,0.0
2026-01-01 00:31:20,consumer_000,shard_000_0,623458224.0,623492629.0,False,False,0.0,0.0
2026-01-01 00:31:30,consumer_000,shard_000_0,625297716.0,625337894.0,False,False,0.0,0.0
2026-01-01 00:31:40,consumer_000,shard_000_0,626998853.0,627047217.0,False,False,0.0,0.0
2026-01-01 00:31:50,consumer_000,shard_000_0,628534063.0,628580653.0,False,False,0.0,0.0
2026-01-01 00:32:00,consumer_000,shard_000_0,630565898.0,630580991.0,False,False,0.0,0.0
2026-01-01 00:32:10,consumer_000,shard_000_0,632489652.0,632542276.0,False,False,0.0,0.0
2026-01-01 00:32:20,consumer_000,shard_000_0,634266514.0,634317381.0,False,False,0.0,0.0
2026-01-01 00:32:30,consumer_000,shard_000_0,636033711.0,636093514.0,False,False,0.0,0.0
2026-01-01 00:32:40,consumer_000,shard_000_0,637958400.0,638004481.0,False,False,0.0,0.0
2026-01-01 00:32:50,consumer_000,shard_000_0,639971436.0,640022882.0,False,False,0.0,0.0
2026-01-01 00:33:00,consumer_000,shard_000_0,641696790.0,641734173.0,False,False,0.0,0.0
2026-01-01 00:33:10,consumer_000,shard_000_0,643400483.0,643458900.0,False,False,0.0,0.0
2026-01-01 00:33:20,consumer_000,shard_000_0,645141755.0,645200919.0,False,False,0.0,0.0
2026-01-01 00:33:30,consumer_000,shard_000_0,647075121.0,647119910.0,False,False,0.0,0.0
2026-01-01 00:33:40,consumer_000,shard_000_0,648864018.0,648914741.0,False,False,0.0,0.0
2026-01-01 00:33:50,consumer_000,shard_000_0,650501037.0,650550737.0,False,False,0.0,0.0
2026-01-01 00:34:00,consumer_000,shard_000_0,652459787.0,652493189.0,False,False,0.0,0.0
2026-01-01 00:34:10,consumer_000,shard_000_0,654233428.0,654280958.0,False,False,0.0,0.0
2026-01-01 00:34:20,consumer_000,shard_000_0,655912420.0,655967528.0,False,False,0.0,0.0
2026-01-01 00:34:30,consumer_000,shard_000_0,657807207.0,657848748.0,False,False,0.0,0.0
2026-01-01 00:34:40,consumer_000,shard_000_0,659545373.0,659595156.0,False,False,0.0,0.0
2026-01-01 00:34:50,consumer_000,shard_000_0,662070616.0,662043470.0,False,False,0.0,0.0
2026-01-01 00:35:00,consumer_000,shard_000_0,665971943.0,665494956.0,False,False,313939.26347212866,0.0
2026-01-01 00:35:10,consumer_000,shard_000_0,670970375.0,669276895.0,False,False,1575319.9405081812,0.0
2026-01-01 00:35:20,consumer_000,shard_000_0,674706985.0,673584506.0,False,False,938257.0109504126,0.0
2026-01-01 00:35:30,consumer_000,shard_000_0,677040154.0,676896806.0,False,False,0.0,0.0
2026-01-01 00:35:40,consumer_000,shard_000_0,678938398.0,678966759.0,False,False,0.0,0.0
2026-01-01 00:35:50,consumer_000,shard_000_0,683164194.0,682210084.0,False,False,638729.1864498681,0.0
2026-01-01 00:36:00,consumer_000,shard_000_0,687862765.0,686416487.0,False,False,1427717.977519819,0.0
2026-01-01 00:36:10,consumer_000,shard_000_0,692377054.0,690771498.0,False,False,1635802.2479192074,0.0
2026-01-01 00:36:20,consumer_000,shard_000_0,696720309.0,695184181.0,False,False,1565972.408314854,0.0
2026-01-01 00:36:30,consumer_000,shard_000_0,701515736.0,699503752.0,False,False,1983029.0643080017,0.0
2026-01-01 00:36:40,consumer_000,shard_000_0,706025066.0,704119868.0,False,False,1909734.2168268375,0.0
2026-01-01 00:36:50,consumer_000,shard_000_0,707757664.0,707359176.0,False,False,0.0,0.0
2026-01-01 00:37:00,consumer_000,shard_000_0,709700862.0,709748005.0,False,False,0.0,0.0
2026-01-01 00:37:10,consumer_000,shard_000_0,711480105.0,711532995.0,False,False,0.0,0.0
2026-01-01 00:37:20,consumer_000,shard_000_0,713230231.0,713293996.0,False,False,0.0,0.0
2026-01-01 00:37:30,consumer_000,shard_000_0,715047549.0,715107807.0,False,False,0.0,0.0
2026-01-01 00:37:40,consumer_000,shard_000_0,716901868.0,716965938.0,False,False,0.0,0.0
2026-01-01 00:37:50,consumer_000,shard_000_0,718911984.0,718965956.0,False,False,0.0,0.0
2026-01-01 00:38:00,consumer_000,shard_000_0,720970166.0,721034592.0,False,False,0.0,0.0
2026-01-01 00:38:10,consumer_000,shard_000_0,722776405.0,722823385.0,False,False,0.0,0.0
2026-01-01 00:38:20,consumer_000,shard_000_0,724475159.0,724533715.0,False,False,0.0,0.0
2026-01-01 00:38:30,consumer_000,shard_000_0,726400486.0,726446449.0,False,False,0.0,0.0
2026-01-01 00:38:40,consumer_000,shard_000_0,728360660.0,728422668.0,False,False,0.0,0.0
2026-01-01 00:38:50,consumer_000,shard_000_0,730037330.0,730080486.0,False,False,0.0,0.0
2026-01-01 00:39:00,consumer_000,shard_000_0,731971490.0,732012451.0,False,False,0.0,0.0
2026-01-01 00:39:10,consumer_000,shard_000_0,733794657.0,733848695.0,False,False,0.0,0.0
2026-01-01 00:39:20,consumer_000,shard_000_0,735467041.0,735517741.0,False,False,0.0,0.0
2026-01-01 00:39:30,consumer_000,shard_000_0,737120475.0,737182681.0,False,False,0.0,0.0
2026-01-01 00:39:40,consumer_000,shard_000_0,738916146.0,738967365.0,False,False,0.0,0.0
2026-01-01 00:39:50,consumer_000,shard_000_0,741061412.0,741087692.0,False,False,0.0,0.0
2026-01-01 00:40:00,consumer_000,shard_000_0,743623281.0,743631435.0,False,False,0.0,0.0
2026-01-01 00:40:10,consumer_000,shard_000_0,747151996.0,747051174.0,False,False,0.0,0.0
2026-01-01 00:40:20,consumer_000,shard_000_0,752731672.0,750476134.0,False,False,1967059.6998383193,0.0
2026-01-01 00:40:30,consumer_000,shard_000_0,757785820.0,755297786.0,False,False,2429905.8023897894,0.0
2026-01-01 00:40:40,consumer_000,shard_000_0,760121968.0,759577390.0,False,False,0.0,0.0
2026-01-01 00:40:50,consumer_000,shard_000_0,762125725.0,762146396.0,False,False,0.0,0.0
2026-01-01 00:41:00,consumer_000,shard_000_0,764011287.0,764051832.0,False,False,0.0,0.0
2026-01-01 00:41:10,consumer_000,shard_000_0,765889220.0,765944019.0,False,False,0.0,0.0
2026-01-01 00:41:20,consumer_000,shard_000_0,767734101.0,767787869.0,False,False,0.0,0.0
2026-01-01 00:41:30,consumer_000,shard_000_0,769643478.0,769693464.0,False,False,0.0,0.0
2026-01-01 00:41:40,consumer_000,shard_000_0,773724848.0,772954069.0,False,False,468884.84058693796,0.0
2026-01-01 00:41:50,consumer_000,shard_000_0,775443819.0,775265234.0,False,False,0.0,0.0
2026-01-01 00:42:00,consumer_000,shard_000_0,777272491.0,777320459.0,False,False,0.0,0.0
2026-01-01 00:42:10,consumer_000,shard_000_0,779117089.0,779173463.0,False,False,0.0,0.0
2026-01-01 00:42:20,consumer_000,shard_000_0,781037650.0,781089859.0,False,False,0.0,0.0
2026-01-01 00:42:30,consumer_000,shard_000_0,782855874.0,782905351.0,False,False,0.0,0.0
2026-01-01 00:42:40,consumer_000,shard_000_0,784524803.0,784572056.0,False,False,0.0,0.0
2026-01-01 00:42:50,consumer_000,shard_000_0,786117132.0,786170058.0,False,False,0.0,0.0
2026-01-01 00:43:00,consumer_000,shard_000_0,788213403.0,788225237.0,False,False,0.0,0.0
2026-01-01 00:43:10,consumer_000,shard_000_0,789988027.0,790022842.0,False,False,0.0,0.0
2026-01-01 00:43:20,consumer_000,shard_000_0,791932421.0,791976028.0,False,False,0.0,0.0
2026-01-01 00:43:30,consumer_000,shard_000_0,793810322.0,793861981.0,False,False,0.0,0.0
2026-01-01 00:43:40,consumer_000,shard_000_0,795559605.0,795609214.0,False,False,0.0,0.0
2026-01-01 00:43:50,consumer_000,shard_000_0,797172076.0,797220444.0,False,False,0.0,0.0
2026-01-01 00:44:00,consumer_000,shard_000_0,799059486.0,799094156.0,False,False,0.0,0.0
2026-01-01 00:44:10,consumer_000,shard_000_0,800843709.0,800894524.0,False,False,0.0,0.0
2026-01-01 00:44:20,consumer_000,shard_000_0,802477294.0,802524165.0,False,False,0.0,0.0
2026-01-01 00:44:30,consumer_000,shard_000_0,804230722.0,804279651.0,False,False,0.0,0.0
2026-01-01 00:44:40,consumer_000,shard_000_0,806211100.0,806248303.0,False,False,0.0,0.0
2026-01-01 00:44:50,consumer_000,shard_000_0,808548040.0,808568305.0,False,False,0.0,0.0
2026-01-01 00:45:00,consumer_000,shard_000_0,812159792.0,812011159.0,False,False,0.0,0.0
2026-01-01 00:45:10,consumer_000,shard_000_0,817719468.0,815527493.0,False,False,1931097.3800278455,0.0
